code,t_ps,n,concentration,bin_width_ps,dnl_lsb
300,1191.23,17181,1.000,25.899,0.542
301,1178.01,361,1.000,0.544,-0.968
302,1160.93,22298,1.000,33.612,1.001
303,1140.17,5245,1.000,7.906,-0.529
304,1123.46,16927,1.000,25.516,0.519
305,1109.01,2255,1.000,3.399,-0.798
306,1089.15,24095,1.000,36.321,1.162
307,1069.89,1452,1.000,2.189,-0.870
308,1053.07,20869,1.000,31.458,0.873
309,1035.21,2830,1.000,4.266,-0.746
310,1019.08,18566,1.000,27.986,0.666
311,1000.97,5465,1.000,8.238,-0.510
312,988.44,11152,1.000,16.811,0.001
313,972.79,9614,1.000,14.492,-0.137
314,949.97,20667,1.000,31.153,0.855
315,932.77,2146,1.000,3.235,-0.807
316,925.70,7243,1.000,10.918,-0.350
317,918.68,2071,1.000,3.122,-0.814
318,901.33,20952,1.000,31.583,0.880
319,882.67,3805,1.000,5.736,-0.659
320,859.45,27000,1.000,40.700,1.423
321,833.20,7821,1.000,11.789,-0.298
322,813.70,18058,1.000,27.221,0.621
323,797.98,2802,1.000,4.224,-0.749
324,777.85,23898,1.000,36.024,1.145
325,757.39,3254,1.000,4.905,-0.708
326,739.70,20210,1.000,30.465,0.814
327,722.42,2720,1.000,4.100,-0.756
328,692.98,36343,1.000,54.784,2.262
329,665.29,399,1.000,0.601,-0.964
330,647.91,22660,1.000,34.158,1.034
331,628.82,2659,1.000,4.008,-0.761
332,605.41,28405,1.000,42.818,1.549
333,581.85,2853,1.000,4.301,-0.744
334,569.35,13728,1.000,20.694,0.232
335,556.88,2829,1.000,4.264,-0.746
336,550.13,6115,1.000,9.218,-0.451
337,542.94,3425,1.000,5.163,-0.693
338,532.93,9864,1.000,14.869,-0.115
339,520.44,6700,1.000,10.100,-0.399
340,510.99,5847,1.000,8.814,-0.475
341,505.27,1742,1.000,2.626,-0.844
342,485.79,24094,1.000,36.319,1.162
343,464.99,3516,1.000,5.300,-0.684
344,443.17,25432,1.000,38.336,1.282
345,422.22,2354,1.000,3.548,-0.789
346,401.93,24576,1.000,37.046,1.206
347,382.39,1343,1.000,2.024,-0.879
348,352.32,38562,1.000,58.128,2.461
349,321.27,2631,1.000,3.966,-0.764
350,312.06,9582,1.000,14.444,-0.140
351,296.73,10757,1.000,16.215,-0.035
