code,t_ps,n,concentration,bin_width_ps,dnl_lsb
276,1781.92,14283,1.000,21.530,0.292
277,1771.16,0,1.000,0.000,-1.000
278,1769.02,2836,1.000,4.275,-0.744
279,1766.88,3,1.000,0.005,-1.000
280,1765.18,2255,1.000,3.399,-0.796
281,1759.53,5239,1.000,7.897,-0.526
282,1754.21,1829,1.000,2.757,-0.835
283,1752.59,314,1.000,0.473,-0.972
284,1752.35,9,1.000,0.014,-0.999
285,1751.84,663,1.000,0.999,-0.940
286,1736.71,19411,1.000,29.260,0.755
287,1717.92,5525,1.000,8.328,-0.500
288,1692.35,28395,1.000,42.803,1.568
289,1669.36,2111,1.000,3.182,-0.809
290,1651.37,21752,1.000,32.789,0.967
291,1633.55,1892,1.000,2.852,-0.829
292,1619.70,16488,1.000,24.854,0.491
293,1603.33,5229,1.000,7.882,-0.527
294,1583.25,21417,1.000,32.284,0.937
295,1564.57,3363,1.000,5.069,-0.696
296,1551.58,13877,1.000,20.918,0.255
297,1540.09,1365,1.000,2.058,-0.877
298,1522.39,22117,1.000,33.339,1.000
299,1504.33,1841,1.000,2.775,-0.834
300,1483.70,25542,1.000,38.502,1.310
301,1461.95,3306,1.000,4.983,-0.701
302,1443.31,21431,1.000,32.305,0.938
303,1426.21,1251,1.000,1.886,-0.887
304,1410.64,19412,1.000,29.262,0.756
305,1391.68,5743,1.000,8.657,-0.481
306,1369.62,23529,1.000,35.468,1.128
307,1351.50,509,1.000,0.767,-0.954
308,1343.44,10188,1.000,15.357,-0.079
309,1331.94,5070,1.000,7.643,-0.541
310,1311.76,21707,1.000,32.721,0.963
311,1294.93,620,1.000,0.935,-0.944
312,1271.74,30146,1.000,45.442,1.726
313,1245.16,5117,1.000,7.713,-0.537
314,1232.46,11729,1.000,17.680,0.061
315,1215.95,10183,1.000,15.350,-0.079
316,1202.32,7895,1.000,11.901,-0.286
317,1195.18,1584,1.000,2.388,-0.857
318,1178.09,21093,1.000,31.796,0.908
319,1161.66,698,1.000,1.052,-0.937
320,1143.34,23617,1.000,35.600,1.136
321,1120.47,6728,1.000,10.142,-0.392
322,1101.30,18707,1.000,28.199,0.692
323,1086.76,578,1.000,0.871,-0.948
324,1066.26,26618,1.000,40.124,1.407
325,1041.08,6789,1.000,10.234,-0.386
326,1022.15,18334,1.000,27.637,0.658
327,1004.62,4921,1.000,7.418,-0.555
328,990.50,13822,1.000,20.835,0.250
329,975.04,6685,1.000,10.077,-0.395
330,957.76,16241,1.000,24.482,0.469
331,944.31,1600,1.000,2.412,-0.855
332,924.89,24174,1.000,36.440,1.186
333,904.00,3534,1.000,5.327,-0.680
334,886.52,19661,1.000,29.637,0.778
335,870.64,1413,1.000,2.130,-0.872
336,856.29,17619,1.000,26.559,0.593
337,842.38,841,1.000,1.268,-0.924
338,824.12,23383,1.000,35.248,1.115
339,805.58,1215,1.000,1.831,-0.890
340,780.78,31697,1.000,47.780,1.867
341,755.81,1424,1.000,2.147,-0.871
342,739.46,20273,1.000,30.560,0.833
343,723.87,420,1.000,0.633,-0.962
344,704.84,24819,1.000,37.412,1.245
345,682.37,4998,1.000,7.534,-0.548
346,665.37,17555,1.000,26.462,0.588
347,648.06,5407,1.000,8.151,-0.511
348,640.72,4343,1.000,6.547,-0.607
349,635.23,2933,1.000,4.421,-0.735
350,625.88,9473,1.000,14.280,-0.143
351,609.15,12731,1.000,19.191,0.151
