code,t_ps,n,concentration,bin_width_ps,dnl_lsb
325,1446.17,3173,1.000,11.07,-0.343
326,1425.80,7686,1.000,26.81,0.592
327,1409.34,2554,1.000,8.91,-0.471
328,1392.11,6379,1.000,22.25,0.322
329,1377.23,3354,1.000,11.70,-0.305
330,1360.63,4630,1.000,16.15,-0.041
331,1352.60,758,1.000,2.64,-0.843
332,1331.29,11701,1.000,40.81,1.424
333,1304.89,1485,1.000,5.18,-0.692
334,1292.44,7636,1.000,26.63,0.582
335,1278.76,521,1.000,1.82,-0.892
336,1262.11,7972,1.000,27.80,0.652
337,1250.35,308,1.000,1.07,-0.936
338,1233.71,7877,1.000,27.47,0.632
339,1218.74,813,1.000,2.84,-0.832
340,1194.25,13684,1.000,47.73,1.835
341,1167.83,454,1.000,1.58,-0.906
342,1148.76,10353,1.000,36.11,1.145
343,1132.46,194,1.000,0.68,-0.960
344,1094.49,21439,1.000,74.77,3.442
345,1053.40,2347,1.000,8.19,-0.514
346,1036.83,6761,1.000,23.58,0.401
347,1018.60,2347,1.000,8.19,-0.514
348,1010.72,3520,1.000,12.28,-0.271
349,1002.18,1235,1.000,4.31,-0.744
350,1000.29,2546,1.000,8.88,-0.473
